Date,AAPL US Equity,ADBE US Equity,AEE US Equity,AEP US Equity,AFL US Equity,AIG US Equity,AIZ US Equity,ALL US Equity,AMAT US Equity,AMT US Equity,AON US Equity,APC US Equity,AVB US Equity,AVGO US Equity,AWK US Equity,AXP US Equity,BAC US Equity,BBT US Equity,BHF US Equity,BHGE US Equity,BK US Equity,BLK US Equity,BRK/A US Equity,C US Equity,CB US Equity,CCI US Equity,CME US Equity,CNP US Equity,COF US Equity,COP US Equity,CRM US Equity,CSCO US Equity,CTSH US Equity,CVX US Equity,D US Equity,DLR US Equity,DUK US Equity,ED US Equity,EOG US Equity,EQIX US Equity,EXC US Equity,FB US Equity,FTI US Equity,GOOGL US Equity,GS US Equity,HAL US Equity,HP US Equity,IBM US Equity,INTC US Equity,INTU US Equity,JPM US Equity,KEY US Equity,KMI US Equity,LNC US Equity,MA US Equity,MET US Equity,MMC US Equity,MPC US Equity,MS US Equity,MSFT US Equity,MTB US Equity,NEE US Equity,NI US Equity,NOV US Equity,NVDA US Equity,OKE US Equity,ORCL US Equity,OXY US Equity,PCG US Equity,PEG US Equity,PFG US Equity,PGR US Equity,PLD US Equity,PNC US Equity,PPL US Equity,PRU US Equity,PSA US Equity,PSX US Equity,PXD US Equity,QCOM US Equity,SCHW US Equity,SLB US Equity,SO US Equity,SPG US Equity,SRE US Equity,STI US Equity,TMK US Equity,TRV US Equity,TXN US Equity,UNM US Equity,USB US Equity,V US Equity,VLO US Equity,WEC US Equity,WFC US Equity,WLTW US Equity,WMB US Equity,WY US Equity,XEL US Equity,XOM US Equity
2016-11-09,113.3474,107.86,50.3426,63.4413,72.966,61.9968,83.5366,69.1851,29.5103,110.828,112.339,61.3684,173.076,175.056,73.7334,70.0679,18.1818,41.9536,,59.8511,46.3703,371.599,227134.98,52.0691,127.952,88.2851,114.067,24.0947,78.1245,46.9135,75.9,32.4599,53.01,111.3087,75.3926,93.8567,79.805,74.2518,94.2281,353.429,32.9795,123.18,33.52,805.59,195.001,48.4906,66.7206,160.6823,35.9048,110.658,75.4267,15.5522,21.9135,58.9005,107.051,47.407,68.3506,44.7926,37.4106,61.4083,133.973,120.0836,22.8907,33.53,70.5232,52.9032,40.1647,69.0015,60.8107,41.7824,57.6256,33.0148,49.8806,103.7794,34.6417,96.2395,222.335,84.4252,177.8,69.7607,34.035,81.5459,50.8701,185.278,101.794,49.0451,68.1818,108.77,71.6707,40.2949,47.5803,83.6975,64.0965,58.1526,49.5457,119.41,33.0983,30.9364,40.5673,89.3114
2016-11-10,110.1887,104.08,49.0596,61.8773,74.6475,64.3168,85.0338,70.4842,28.5479,107.266,114.172,62.0504,170.245,169.525,72.4884,71.4644,18.9811,42.7904,,60.2264,47.0525,382.397,233750,54.1079,128.572,85.3708,119.21,24.0012,81.1246,45.9389,73.63,32.0873,53.81,111.4638,73.2406,90.7704,77.5555,72.6385,93.4213,336.029,31.3732,120.8,34.48,780.29,203.343,49.4945,66.857,166.2975,35.6465,110.526,78.9278,16.1241,22.1294,60.447,105.347,49.6812,69.2597,45.0496,38.9472,59.9081,136.184,117.5999,22.14,34.1813,68.3156,52.539,40.1952,67.7845,59.8793,41.1756,59.454,33.9616,48.2686,108.6275,34.1569,100.593,219.554,85.0806,179.52,68.1472,35.6,81.4847,49.5162,186.826,99.313,50.8178,70.2513,111.496,71.0032,40.9605,48.5386,82.32,65.0575,57.3459,53.3037,123.731,33.0121,30.3946,39.6449,90.1398
2016-11-11,110.8429,103.68,49.0288,62.1362,73.9952,64.4287,84.5245,70.677,29.1962,107.266,111.893,61.2179,171.4,169.121,72.7435,71.8619,19.2442,43.2346,,59.4859,47.582,378.502,234860,53.3206,128.969,84.7014,116.49,23.7936,82.9267,45.0771,74.59,32.4599,53.95,110.2746,72.8596,90.4617,77.638,72.433,92.1909,330.188,31.1757,119.02,33.76,771.75,206.45,48.6832,65.2614,167.3873,35.7601,112.702,78.969,16.6755,21.2249,61.5634,105.468,49.635,69.2393,45.1935,39.4286,60.2347,138.516,116.0464,22.0166,33.9269,88.6782,51.3286,40.0632,66.9903,59.8588,40.6923,58.8582,34.1778,47.6217,108.5763,34.1982,100.7886,218.982,84.1897,172.177,68.733,36.4279,80.2402,49.3819,187.154,97.73,51.5309,70.6854,112.167,71.7323,41.3599,48.8343,82.3301,64.5305,56.8288,53.4069,122.9316,32.4303,29.9048,39.8089,88.7108
2016-11-14,108.0624,102.42,49.9012,60.8208,74.0972,65.5785,87.6004,71.7426,29.3684,104.08,111.589,60.6764,175.019,165.325,72.0598,73.819,20.3167,44.2677,,59.8409,48.3965,381.173,236650,55.1878,129.02,84.4336,117.957,24.1025,85.7629,45.272,72.76,32.4703,53.95,110.2229,72.0668,92.5605,76.8125,72.1556,93.4717,337.197,31.9759,115.08,34.23,753.22,211.755,48.8151,66.9515,164.2113,35.6258,111.315,81.8728,17.1452,21.5538,62.8846,101.96,50.3838,69.0657,45.1832,40.3096,59.3161,142.539,116.9662,22.1709,35.5144,84.3134,51.2108,39.9108,67.836,59.521,41.1036,58.8685,34.3733,49.1002,110.8005,33.899,101.5604,221.303,85.357,173.718,67.7567,37.1144,80.2912,49.2268,191.899,96.759,53.2018,71.4829,114.099,71.9069,42.4249,49.6805,78.8108,64.6649,56.4462,54.9452,123.9536,32.4734,30.9572,39.4706,88.307
2016-11-15,109.4935,103.66,50.5684,61.5872,74.3227,65.7311,87.5902,72.3617,29.9965,105.014,111.529,62.7424,168.813,168.021,73.0905,73.87,20.3976,44.402,,61.9002,48.8038,379.481,236000,55.965,127.21,85.2575,118.212,24.4279,84.1144,46.4518,74.02,32.8118,54.17,112.6737,73.3538,93.2189,78.35,73.2138,95.3779,343.467,33.3268,117.2,35.4,775.16,213.79,50.4578,69.9537,164.6887,36.0701,112.216,81.7183,17.4516,22.4377,63.9395,103.311,50.3561,69.1882,45.432,40.9754,60.4796,141.419,117.5693,22.5308,36.6744,86.8839,53.4816,39.7788,70.6415,60.4934,42.5022,59.2794,34.3115,49.3261,111.4975,34.291,101.6119,216.875,86.3503,178.82,68.62,37.5587,82.7904,49.9606,190.493,99.118,53.3648,70.6551,113.764,72.9441,43.2646,49.6499,79.0019,65.2539,57.4804,54.2948,124.8037,33.3676,31.572,40.2291,89.9016
2016-11-16,112.4376,104.08,49.7473,61.1004,73.6358,65.2224,87.9467,71.7731,30.4119,106.982,111.366,62.1206,170.408,169.414,73.4273,73.0647,19.9828,44.2367,,62.0524,47.9078,374.688,235470,55.1374,127.515,87.626,117.214,24.3754,82.1383,45.5285,73.31,32.6773,55.33,113.1597,73.1582,91.7066,77.2098,72.4564,96.0334,343.099,32.8384,116.34,34.81,779.98,208.799,49.4438,69.2189,165.3322,35.9978,112.175,79.7001,17.084,21.8827,62.9665,104.843,49.7182,69.1576,45.0796,40.1457,61.2809,139.27,116.8129,22.3663,35.8705,92.3677,53.2245,40.317,71.0953,60.0942,41.8338,58.6733,33.5088,49.4288,110.1957,33.9093,100.4901,212.878,85.6281,178.62,68.137,37.0538,82.668,50.0536,189.159,100.405,51.7449,69.8576,113.255,73.1187,42.4658,48.8037,80.6861,65.7499,57.0253,53.3553,124.1358,32.635,31.4053,39.9831,88.7937
2016-11-17,112.3967,105.81,49.7883,60.9658,74.2099,65.3546,87.9161,72.8489,31.1311,107.094,112.845,61.6291,167.75,168.616,73.264,73.1667,20.3167,45.4661,,62.1133,48.4678,378.685,237550,55.965,127.434,87.6466,117.631,24.3754,83.5103,44.7386,75.19,31.104,56.38,112.9195,73.1376,90.0605,77.1054,72.6639,93.1288,338.157,32.7241,117.79,34.92,786.16,212.21,49.2815,70.5206,165.8616,36.1838,115.15,80.3385,17.3597,21.9752,64.1341,105.297,50.3469,70.5571,44.9448,40.9447,62.298,142.498,117.3137,22.2223,35.9316,93.1338,53.3745,40.8756,69.9401,60.0533,41.8749,59.3616,33.8896,49.3056,113.3629,33.868,102.0545,209.197,86.4844,175.949,68.5172,37.3971,81.7091,49.6712,186.822,101.651,52.3664,70.8267,113.082,74.0224,43.5615,49.6295,81.6836,66.8245,57.4287,54.1916,126.0889,32.5165,31.3115,39.9728,88.2552
2016-11-18,112.5092,105.02,49.7575,60.5308,74.3227,65.029,87.3763,73.0924,31.1413,106.637,113.382,61.6893,165.941,169.747,73.3048,72.3716,20.2357,45.962,,61.7379,48.3049,380.123,236391,55.9751,128.41,87.5334,116.032,24.5014,83.9711,45.9183,77.77,31.2385,55.57,114.0474,73.2612,91.5008,76.8236,72.1348,93.9457,340.301,32.9735,117.02,34.26,775.97,212.939,50.0015,71.6438,166.474,36.1114,117.356,80.0193,17.3699,22.2733,63.7449,105.63,50.6704,70.7205,44.893,41.4159,62.0001,143.873,116.6085,22.3251,35.8298,94.1116,54.0064,40.4795,70.363,59.7565,41.4841,59.228,33.8999,50.281,114.0189,33.8784,102.7646,208.543,86.2884,178.28,69.175,37.8414,81.6071,49.2843,186.977,101.948,52.7535,70.7258,113.733,74.5564,43.5718,50.1902,81.4317,66.1218,57.4287,54.5323,126.3115,32.4841,32.4368,39.8396,88.307
2016-11-21,114.2163,105.65,50.127,61.4422,73.4513,65.0392,87.3254,73.2548,31.7592,107.469,114.354,64.2167,163.313,174.208,73.9273,72.922,20.5696,46.0963,,62.9146,48.2845,381.948,237500,56.0558,129.172,87.0699,116.338,24.6903,85.1998,47.5598,76.15,31.104,55.1,115.0709,74.3938,91.8712,77.69,72.7262,96.4873,343.059,33.7529,121.77,35.13,784.8,213.678,50.8026,72.557,168.9442,36.1424,117.042,80.3694,17.5435,22.6433,64.7179,106.799,50.6427,70.7001,48.8941,41.5491,62.524,143.67,116.8742,22.5102,37.0815,93.7286,56.47,40.51,71.4047,60.5549,42.1628,59.3718,33.8999,50.2194,113.4757,34.3942,104.2364,206.457,87.547,183.242,68.9591,38.4673,83.3515,49.7131,185.788,101.835,52.6924,71.0488,113.754,75.6655,43.582,50.2412,82.3083,67.3214,57.9251,53.8096,125.3704,32.8828,32.9682,40.3213,89.5599
2016-11-22,114.2879,105.21,50.7326,61.2869,72.9695,65.1206,87.1421,73.4476,32.1847,109.57,114.8,64.2367,166.023,178.69,75.6622,73.1055,20.5392,45.9723,,62.4582,48.1114,380.409,237801,56.621,128.521,87.9659,114.362,24.7953,84.565,47.2623,75.57,30.9384,53.18,115.5305,75.3617,94.6386,77.1159,72.9544,96.0839,351.248,33.7321,121.47,34.77,785,213.709,50.5389,72.9244,168.8405,36.6591,117.811,80.8636,17.5435,22.4994,65.189,106.789,50.6704,70.8942,49.6197,41.5286,62.7911,144.922,117.232,22.4485,36.9899,94.404,57.2627,40.7131,71.4666,60.7186,42.4199,59.2486,34.2292,51.0716,113.5269,34.3735,103.9462,209.698,87.5676,183.192,70.2027,38.6087,83.1372,49.7758,187.753,102.325,53.0591,71.3416,114.323,76.4049,43.623,49.9863,80.5349,68.062,58.5249,53.9128,126.3115,33.0228,33.4788,40.2701,89.7567
2016-11-23,113.7052,104.21,50.3631,60.9243,73.4206,65.4564,88.3235,73.4781,32.3981,108.352,114.951,65.1895,164.019,178.751,73.9784,74.2879,20.8023,46.0859,,62.8944,48.3355,380.337,237070,57.2165,128.806,86.6683,114.667,24.7848,86.6435,47.4982,73.95,30.752,51.86,115.9273,75.0322,92.2827,76.761,72.1556,97.8286,345.377,33.5763,120.84,34.71,779,214.923,50.1637,73.7222,168.1243,36.3697,117.194,81.2034,17.8907,22.4069,65.7011,105.408,51.1696,70.9555,49.4538,42.0408,62.0514,146.226,116.8097,22.2531,36.9899,94.8677,57.7875,40.7233,72.0442,60.0942,41.8955,59.9984,34.3733,51.0408,113.9164,33.8474,104.3089,209.35,87.7533,185.604,70.0177,39.4871,83.0352,49.3889,186.905,100.783,53.3444,71.594,115.005,76.0558,44.0735,50.3125,80.1722,67.5092,57.6252,53.8509,126.0484,32.9905,33.1454,39.7371,90.0052
2016-11-25,114.2777,105.02,51.3073,61.8565,73.5333,65.5683,88.549,73.4578,32.3981,108.88,115.255,63.9358,164.489,178.418,75.8867,74.2675,21.1058,46.1272,,62.7726,48.3355,381.031,237085,57.3073,128.765,87.2965,114.922,25.1417,86.5923,46.934,73.73,31.1454,53.25,115.9273,76.1443,93.5687,77.6065,73.3071,96.7999,346.959,33.8568,120.38,33.98,780.23,213.982,50.2043,73.0609,169.3283,36.6177,117.447,81.1725,17.7834,22.4172,65.7011,106.587,51.2621,71.2722,49.9617,42.1023,62.185,146.369,118.1898,22.7673,36.5727,95.0595,57.5733,40.8959,71.9411,60.6879,42.6256,59.9162,34.4247,51.0306,114.8697,34.3735,104.4644,210.342,87.5779,181.962,70.1821,39.3659,82.923,49.964,187.463,101.58,53.4463,71.7757,115.391,76.4357,43.9199,50.3839,80.7365,67.6552,58.4939,54.3258,126.7972,32.4195,33.3434,40.5058,90.2123
2016-11-28,114.0528,104.5,52.4261,63.0788,72.7747,64.4185,88.0263,73.4476,32.3575,107.672,114.212,62.1807,167.065,176.298,76.4378,73.5234,20.5392,45.4971,,62.1538,47.8874,375.912,235400,55.9852,128.877,86.864,113.944,25.3727,85.2305,46.6775,72.93,30.9694,56.95,115.4051,77.4005,94.1654,79.4122,75.3717,94.2685,348.461,34.6986,120.41,33.31,785.79,212.939,49.4843,71.8327,170.7606,36.6901,117.083,80.6474,17.4448,22.0266,64.6769,104.198,50.2729,70.3936,48.7697,41.4262,62.2672,143.323,119.7758,22.8393,36.1554,95.009,56.5772,40.9264,70.5383,62.1721,44.0139,58.6117,34.3939,51.9649,112.543,35.2298,103.0237,214.187,86.7526,173.117,69.5038,38.7197,82.6884,50.5183,187.494,103.408,52.7943,70.2513,115.757,76.5384,43.1212,49.8538,79.6785,66.5391,60.0245,53.2521,125.8561,31.5037,32.5306,41.3258,89.5392
2016-11-29,113.9403,104.95,52.2721,63.462,73.072,64.388,88.2005,70.9905,32.6827,107.611,115.093,60.3354,168.435,177.105,77.54,72.8711,20.5291,45.6107,,61.3524,47.9078,375.81,236391,56.0356,130.382,87.7702,114.749,25.2887,84.5752,45.3746,72.93,30.8763,55.63,114.1937,78.3683,96.1921,79.7149,75.3717,93.2297,350.666,34.9792,120.87,33,789.44,215.014,48.4602,70.93,169.7331,36.4834,117.538,81.2652,17.4551,21.9957,64.851,104.662,50.0973,70.4652,47.6606,41.5901,62.7603,143.395,120.7748,23.0038,35.2091,94.1408,56.1701,41.1803,69.6926,61.8855,44.055,58.7452,34.5585,52.8172,111.9895,35.271,103.4072,214.309,84.9988,173.758,69.162,38.8308,81.5255,50.5183,188.497,103.428,52.3642,70.3321,115.646,76.4049,43.029,50.0577,79.749,66.5182,60.0141,53.5412,125.8662,31.1697,32.4681,41.5,88.949
2016-11-30,112.9794,102.81,50.4144,61.1626,73.1745,64.4389,88.4772,71.2862,32.7233,103.776,115.549,69.3516,168.159,172.099,73.9579,73.4317,21.4448,46.7471,,65.258,48.2845,378.094,237000,56.9137,130.138,85.9475,114.993,25.0472,86.0496,49.7757,72,30.8659,55.08,116.5122,76.1854,94.9884,77.0011,72.3838,103.3958,345.938,33.7841,118.42,34.26,775.88,222.671,53.8345,79.4117,168.3734,35.8531,115.029,82.5524,17.7629,22.818,65.6499,103.029,50.8553,70.8023,48.7386,42.3686,61.9076,147.316,117.6439,22.5616,38.0685,93.0808,58.8372,40.8147,73.6016,60.1864,42.4816,59.2588,34.2704,52.2627,113.3014,34.518,104.2675,213.992,85.7106,191.136,70.5707,39.0327,85.7385,48.9602,185.757,101.927,53.1936,70.7561,115.29,75.9223,43.285,50.5878,77.9052,64.213,57.9251,54.6355,125.8561,33.0767,32.1242,39.9831,90.3987
2016-12-01,111.9265,99.51,50.1989,60.2407,72.2519,65.2325,88.9281,71.7246,30.5892,102.467,113.473,68.7899,167.147,164.326,73.1925,73.9312,21.8306,47.3566,,64.9232,49.4861,384.63,239821,57.8019,131.185,83.9599,117.04,24.9842,88.6811,49.4679,68.46,30.4829,54.08,118.319,75.6241,91.1922,75.9364,72.0726,105.6448,336.4,33.4308,115.1,34.7,764.33,230.124,53.9866,81.7211,165.8823,34.8819,114.715,84.2205,18.3273,22.0882,67.7494,100.992,52.0202,70.3834,49.4849,43.1881,60.8186,150.54,116.3257,22.3251,38.3029,88.4772,58.291,39.3015,73.5088,59.4084,42.204,60.3374,34.61,51.2873,115.4129,34.1466,106.2056,212.52,87.6708,189.666,66.4585,39.9919,86.3097,48.7196,182.831,101.468,53.9718,72.0381,117.385,72.3074,44.1042,51.3728,76.0009,63.1386,57.2735,56.1016,122.8709,32.3441,31.895,39.5014,90.3366
2016-12-02,112.3456,99.73,50.9686,60.8001,70.0068,64.8662,88.2313,71.9897,31.951,104.08,113.037,68.7599,168.302,165.77,74.009,73.2482,21.5565,46.7058,,66.242,48.5187,378.675,239070,56.5403,129.955,84.3204,117.774,25.2992,88.0565,49.3653,68.41,30.2759,54.02,118.0161,76.6948,91.6654,76.6357,72.3008,104.6262,337.687,34.3037,115.4,35.6,764.46,226.803,54.9296,83.4007,166.0899,35.2952,114.604,84.0249,18.3684,21.9546,66.6945,101.92,51.4562,69.8625,49.5471,42.8501,60.87,149.588,117.8293,22.3046,38.6086,89.295,58.5802,39.0984,73.0756,59.6541,42.4199,59.789,34.5174,51.2873,113.8549,34.3942,105.4387,214.176,87.5676,187.645,68.1987,39.1337,86.7178,48.8974,185.457,102.029,53.2858,71.6545,117.629,72.6258,43.7458,50.9752,76.2931,64.1087,57.5424,55.3169,121.3732,33.2168,32.3535,39.7064,90.1295
2016-12-05,111.538,101.95,50.9071,61.3179,70.4169,65.3445,88.8051,71.7348,32.0424,103.542,113.797,68.4891,168.292,167.698,74.009,73.4215,22.1759,47.0364,,67.2665,48.7326,381.724,240000,57.812,130.87,85.7415,120.086,25.1732,88.7835,50.145,70.8,30.5657,54.76,118.2772,76.3829,92.4267,76.834,72.3319,105.3524,339.117,34.6258,117.43,36.31,778.22,232.073,54.8384,85.3532,165.9031,35.5328,116.253,85.7342,18.1631,22.0574,66.5819,104.39,51.4655,70.1689,49.7648,43.1164,61.8665,150.796,118.4369,22.2531,39.5358,92.7577,60.4332,39.5757,73.2097,59.7565,42.9238,61.5377,34.291,51.9547,114.2854,34.3013,106.4544,217.213,88.1454,188.345,68.7373,39.376,86.6361,49.0124,186.905,101.018,53.7977,72.2098,117.853,72.4101,43.8994,51.3422,77.8951,67.3005,57.5941,56.1119,122.9316,33.8417,33.0516,39.7576,90.5851
2016-12-06,112.3967,101.55,51.0935,61.5976,70.3041,65.6497,91.0903,72.3363,32.1237,102.335,114.648,68.4088,167.863,166.315,73.7028,73.7069,22.5008,47.5219,,67.8549,48.8649,381.337,241836,58.4579,132.263,85.9269,121.298,24.9633,89.9405,51.1914,70.62,30.3587,55.3,117.7655,75.5825,92.3135,77.095,71.7406,104.8582,336.472,34.3453,117.31,36.25,776.18,234.947,54.9605,83.8941,166.4324,35.8738,115.889,86.177,18.4197,21.7079,67.7494,102.827,51.4655,70.2608,48.9563,43.5466,61.5891,152.402,118.1795,22.0783,40.1167,94.2821,60.1119,40.0835,72.6218,59.7565,42.5536,61.486,34.4145,52.0573,114.2752,34.1259,107.4183,219.524,87.5986,184.863,69.8664,39.6486,86.1539,49.0752,186.233,100.763,55.0776,72.977,118.829,73.2933,43.879,51.7195,77.6936,67.5092,57.3149,57.3508,126.2508,33.8201,33.1871,39.7371,90.6679
2016-12-07,113.5008,103.36,51.6526,62.4055,71.2063,66.386,92.4738,73.05,33.0384,103.705,117.422,69.4719,171.85,170.14,74.1518,75.7252,22.9171,48.0281,,67.0941,49.4351,387.292,246380.05,59.6085,134.286,87.2656,123.691,25.2887,91.7221,51.1914,71.78,31.0005,57.1,119.52,76.4037,94.9061,77.9405,73.0478,104.4144,346.183,34.8441,117.95,35.9,791.47,239.192,54.4721,84.8808,171.0409,36.6797,117.994,86.5683,18.7275,21.8827,68.7736,106.103,52.4731,70.9248,51.4647,43.6798,63.048,154.838,121.197,22.1812,40.1268,95.9782,61.1509,40.9467,71.5801,60.1864,43.2735,62.8001,34.8467,53.9261,115.4846,34.5386,109.315,225.965,89.7651,185.874,70.7882,39.7496,86.5541,49.3052,189.997,101.641,55.7637,73.9865,120.69,74.1457,44.4831,52.3618,79.9102,70.4507,58.2353,59.1369,126.2406,34.2619,34.3124,40.3316,91.196
2016-12-08,114.615,103.5,51.5905,62.333,71.3703,67.3063,95.8247,73.0704,33.2416,103.897,114.324,70.4648,172.535,172.321,74.5499,76.3571,23.3029,48.5343,,66.7593,50.0664,400.354,246120,60.7086,134.408,87.5334,125.165,25.2467,92.7767,51.0683,71.86,31.0005,56.17,120.2824,76.4037,96.9225,78.0031,73.2241,105.8264,353.801,35.5403,118.91,35.9,795.17,245.172,55.3776,85.4267,171.6325,36.8864,119.066,87.6495,18.8507,21.7902,70.1358,105.67,52.8707,70.8227,51.8897,44.6427,62.6781,157.1,120.3628,22.3251,40.6363,94.373,62.0292,40.9771,72.2892,60.5856,43.8758,62.976,35.0422,53.885,117.6884,34.549,110.4551,226.016,90.4047,187.104,71.0058,39.8001,86.6772,49.5771,189.904,101.702,56.1016,74.7032,121.089,74.0738,45.1487,52.9123,79.88,71.3165,58.4008,59.1472,124.4697,33.7631,34.1561,40.2291,91.4549
2016-12-09,116.4857,104.31,52.5328,63.172,70.7962,67.3165,94.4413,73.886,32.8758,104.425,114.465,70.6754,172.821,180.78,74.5192,76.2144,23.4451,48.8133,,67.2767,49.5064,398.518,247190,60.5976,134.693,88.1203,125.625,25.6456,92.6129,52.0839,71.17,31.1143,55.84,120.9509,77.4744,96.7168,79.1408,74.1164,107.3594,353.362,36.2678,119.68,35.36,809.45,245.579,55.1436,85.8151,172.8365,36.9484,118.368,88.0305,18.943,21.6771,69.7773,105.257,53.0556,70.9657,51.2471,44.7964,63.6644,157.786,119.9715,22.3971,40.5344,92.6971,61.0652,41.1498,73.6032,60.7289,44.3431,62.3966,35.2686,53.7926,117.8934,34.9664,109.8851,224.043,89.9198,187.154,70.9747,39.6991,86.9953,50.1314,189.666,102.856,56.1528,74.3903,121.918,73.93,44.606,53.055,79.739,70.9305,59.1144,58.9923,124.2572,32.7439,34.0936,40.844,92.159
2016-12-12,115.8213,105.16,53.1645,64.1663,70.6937,67.1018,94.4208,74.2429,32.5201,105.419,114.172,71.0465,174.201,179.841,75.254,75.0014,22.9577,48.4207,,67.297,49.0991,400.303,248888.69,60.1031,135.079,89.4385,125.472,25.7296,91.5583,52.7097,70.38,31.2282,55.89,122.3503,78.4412,99.2476,79.8297,75.5481,106.7341,364.789,35.8625,117.77,36.08,807.9,240.826,55.4386,87.3162,171.7778,37.1653,117.407,87.2479,18.6762,21.8724,68.8043,104.117,52.3345,70.9555,50.8843,44.0281,63.8698,156.384,120.9602,22.4999,40.779,90.4458,61.2794,41.1396,74.4479,61.2304,44.6235,61.5067,35.5362,54.3676,116.9196,35.4151,108.3304,224.595,90.0643,189.055,70.9229,39.4063,87.2313,50.947,192.447,105.185,55.3951,73.724,123.677,73.663,44.3398,52.586,79.0941,69.6997,59.9211,57.5882,122.6583,32.4512,34.5104,41.4795,94.2093
2016-12-13,117.7533,106.15,53.7651,64.9535,71.7393,67.8074,94.3388,74.355,32.5506,107.692,113.989,72.9534,174.436,181.133,75.6724,75.2665,22.9577,48.617,,67.1854,49.1602,402.723,249711,60.3453,135.486,90.5816,126.332,25.8031,91.589,54.0023,71.61,31.6629,56.69,122.6323,78.9505,100.369,80.7065,76.0253,108.9327,369.048,36.8497,120.31,35.71,815.34,242.228,55.8558,87.6101,174.6736,38.0229,119.188,87.2788,18.5531,21.9341,68.6609,104.158,52.4084,70.8125,51.0397,43.5979,64.702,156.813,122.5771,22.7262,41.0847,92.0409,61.8793,41.3935,75.449,62.0186,45.0077,61.5895,35.4127,54.6243,117.5654,35.6968,108.6517,225.327,90.9618,191.346,71.8241,39.3255,88.3806,51.4385,193.802,106.186,55.7534,74.1783,124.209,75.1726,44.6367,52.7084,79.7994,70.096,60.3141,57.6502,125.9472,32.9608,33.4163,41.7357,95.8661
2016-12-14,117.7533,105.81,52.5018,63.9074,71.4728,67.5006,94.4105,74.0288,32.6624,108.068,113.169,70.9361,173.823,180.326,73.4171,75.5009,23.0186,48.3277,,65.6739,48.9464,400.016,247120,60.0021,134.083,89.7577,124.469,25.3832,91.077,52.8225,71.33,31.5284,56.34,121.1075,77.0482,98.137,78.8381,73.8777,105.1002,362.104,36.4652,120.21,34.99,817.89,243.629,54.4416,85.3112,174.902,37.7646,119.066,87.2479,18.6146,21.3996,67.8314,104.117,52.1311,70.0157,50.1898,43.9052,64.3938,156.445,119.4977,22.2737,40.2287,97.3714,61.4401,41.5154,73.9994,60.9029,44.3535,60.7616,36.1125,53.1457,117.0529,35.2481,107.781,222.046,89.1564,187.685,69.9803,39.376,87.3852,50.696,187.443,102.795,56.4497,74.148,123.125,74.4537,44.6367,52.739,79.7289,69.3554,58.8558,56.4732,123.7209,31.6814,32.6452,41.0388,93.7951
2016-12-15,118.3974,105.1,52.916,64.332,71.0115,67.6846,94.759,74.9769,33.5973,107.621,113.817,70.5848,173.383,182.752,73.4579,76.3877,23.5162,48.5137,,66.2927,49.2315,403.862,248271,60.7894,134.561,89.4246,125.206,25.5196,92.5208,53.079,70.23,31.7043,56.8,122.2459,77.516,97.9293,79.36,74.438,104.8077,357.222,37.1303,120.57,35.15,815.65,246.746,54.7265,84.4504,174.3934,38.0126,119.177,88.5556,18.8507,21.6052,69.1013,105.196,52.9539,70.0361,50.6666,44.0588,64.291,157.458,120.5276,22.6336,40.4529,99.653,61.8257,41.4951,74.354,61.4249,44.6027,61.1342,36.5036,53.1252,118.5186,35.6342,110.9837,223.171,89.3111,187.545,70.4671,39.8001,87.5084,50.6751,186.119,102.918,57.1358,74.4408,123.156,75.4293,45.5583,52.9938,80.1017,70.555,59.0937,56.9791,123.8322,31.573,31.895,41.2233,94.1161
2016-12-16,118.5507,103.55,53.4338,65.0571,71.155,67.7971,93.601,75.5581,33.0384,107.358,113.513,70.8659,176.787,181.138,74.3764,76.4489,23.0085,48.1314,,67.3477,48.4271,402.703,246405,60.3049,134.927,89.2268,125.543,25.4986,91.8143,53.2842,69.86,31.6629,56.26,123.3216,78.8674,98.1992,79.9446,75.4028,104.8884,357.416,37.1199,119.87,34.9,809.84,242.583,54.9299,82.6134,173.0545,37.5166,118.702,87.4641,18.6352,21.9341,67.9952,104.269,50.2637,69.934,51.9415,43.7515,64.0034,156.066,122.4535,22.6542,39.4543,101.3692,62.5755,39.7077,76.5857,62.4792,45.6828,59.8097,36.7609,54.326,117.7294,36.1351,109.6259,225.688,90.2293,185.083,68.8409,39.2145,87.7341,51.1562,187.453,104.317,56.5931,74.0471,124.383,74.8542,44.5958,52.7492,78.943,70.9305,59.9935,57.134,123.7917,33.4053,32.0096,41.705,94.4164
2016-12-19,119.2356,105.29,53.7341,65.1917,71.5446,68.0425,94.6975,75.8232,32.9672,108.525,113.756,71.6286,178.689,183.209,74.8152,75.9902,22.8257,48.4104,,66.6782,48.142,399.78,248330,60.2141,135.466,90.8509,125.288,25.6771,92.1931,53.3252,69.51,31.8285,56.69,122.8725,79.5327,100.2859,80.5082,75.7763,104.364,362.002,37.1511,119.24,34.63,812.5,242.756,54.6552,82.351,173.0026,38.1159,119.552,87.9687,18.6454,21.5949,68.282,104.38,49.8476,70.1587,51.2471,43.8744,65.3595,157.796,122.7831,22.9627,39.22,102.6009,62.2327,39.5046,75.5741,62.254,45.3504,59.851,36.73,54.3363,118.6928,36.0829,109.771,227.381,89.9301,186.114,69.421,39.1236,87.3442,51.3339,188.838,105.726,56.6443,75.0465,124.536,75.5526,44.7903,52.8817,78.6911,70.3568,60.1486,57.0101,125.1073,33.3511,31.7491,41.7767,93.6294
